//大二下::循环系统::英文
问答题：
"aortic valve incompetence","音标：/eɪˈɔrtɪk/ /vælv/ /ˌɪnˈkɑmpətəns/<br>释义：主动脉瓣关闭不全<br>词组：""aortic""（由 aort- “主动脉” + -ic “……的” 构成，表示“主动脉的”。）<br>词组：""valve""（源自拉丁语 valva，原义为 folding door / leaf，表示“瓣、阀”。）<br>词组：""incompetence""（由 in- “不” + competence “胜任、足够” 构成，医学中表示“关闭不全、功能不全”。）<br>构词：整体对应“主动脉瓣关闭不全”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::aortic-valve-incompetence 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"aortic valve stenosis","音标：/eɪˈɔrtɪk/ /vælv/ /stenosis/<br>释义：主动脉瓣狭窄<br>词组：""aortic""（由 aort- “主动脉” + -ic “……的” 构成，表示“主动脉的”。）<br>词组：""valve""（源自拉丁语 valva，原义为 folding door / leaf，表示“瓣、阀”。）<br>词组：""stenosis""（-osis：病理状态、异常过程。）<br>构词：整体对应“主动脉瓣狭窄”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::aortic-valve-stenosis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"arrhythmia","音标：/ərˈɪðmiə/<br>释义：心律失常<br>词组：""arrhythmia""（由 a- “无” + rhythm “节律” + -ia “状态” 构成，表示“心律失常”。）<br>构词：整体对应“心律失常”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::arrhythmia 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"arteriovenous fistula","音标：/arteriovenous/ /fistula/<br>释义：动静脉瘘<br>词组：""arteriovenous""（arterio-：动脉。；-ous：富于……的。）<br>词组：""fistula""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“动静脉瘘”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::arteriovenous-fistula 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"burn shock","音标：/bərn/ /ʃɑk/<br>释义：烧伤性休克<br>词组：""burn""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“烧伤性休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::burn-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Calcium overload","音标：/ˈkælsiəm/ /ˈoʊvərˌloʊd/<br>释义：钙超载<br>词组：""Calcium""（钙，来自拉丁语 calx / calcis。）<br>词组：""overload""（过载，由 over- “过度” + load 构成。）<br>构词：整体对应“钙超载”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::calcium-overload 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Calcium paradox","音标：/ˈkælsiəm/ /ˈpɛrəˌdɑks/<br>释义：钙反常<br>词组：""Calcium""（钙，来自拉丁语 calx / calcis。）<br>词组：""paradox""（反常、悖论，来自希腊语 paradoxos。）<br>构词：整体对应“钙反常”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::calcium-paradox 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"cardiac asthma","音标：/ˈkɑrdiˌæk/ /ˈæzmə/<br>释义：心源性哮喘<br>词组：""cardiac""（由 cardi- “心” + -ac/-ic 构成，表示“心脏的”。）<br>词组：""asthma""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“心源性哮喘”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::cardiac-asthma 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"cardiac insufficiency","音标：/ˈkɑrdiˌæk/ /insufficiency/<br>释义：心功能不全<br>词组：""cardiac""（由 cardi- “心” + -ac/-ic 构成，表示“心脏的”。）<br>词组：""insufficiency""（由 in- “不” + sufficient “足够的” + -cy “性质” 构成，表示“功能不足”。）<br>构词：整体对应“心功能不全”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::cardiac-insufficiency 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"cardiac output","音标：/ˈkɑrdiˌæk/ /ˈaʊtˌpʊt/<br>释义：心输出量<br>词组：""cardiac""（由 cardi- “心” + -ac/-ic 构成，表示“心脏的”。）<br>词组：""output""（输出、排出量。）<br>构词：整体对应“心输出量”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::cardiac-output 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"cardiogenic shock","音标：/cardiogenic/ /ʃɑk/<br>释义：心源性休克<br>词组：""cardiogenic""（cardio-：心，源自希腊语 kardia。；-genic：产生、致……的。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“心源性休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::cardiogenic-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"cardiomyocyte apoptosis","音标：/cardiomyocyte/ /ˌæpɔpˈtoʊsɪz/<br>释义：心肌细胞凋亡<br>词组：""cardiomyocyte""（由 cardio- “心” + myo- “肌” + -cyte “细胞” 构成，表示“心肌细胞”。）<br>词组：""apoptosis""（apo-：离开、分离。；-osis：病理状态、异常过程。）<br>构词：整体对应“心肌细胞凋亡”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::cardiomyocyte-apoptosis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"cardiomyocyte necrosis","音标：/cardiomyocyte/ /nəˈkroʊsəs/<br>释义：心肌细胞坏死<br>词组：""cardiomyocyte""（由 cardio- “心” + myo- “肌” + -cyte “细胞” 构成，表示“心肌细胞”。）<br>词组：""necrosis""（-osis：病理状态、异常过程。）<br>构词：整体对应“心肌细胞坏死”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::cardiomyocyte-necrosis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"cardiomyopathy","音标：/cardiomyopathy/<br>释义：心肌病<br>词组：""cardiomyopathy""（由 cardio- “心” + myo- “肌” + -pathy “疾病” 构成，表示“心肌病”。）<br>构词：整体对应“心肌病”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::cardiomyopathy 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"concentric hypertrophy","音标：/kənˈsɛntrɪk/ /ˈhaɪpərˌtroʊfi/<br>释义：向心性心肌肥大<br>词组：""concentric""（-ic：……的。）<br>词组：""hypertrophy""（hyper-：过度，源自希腊语 hyper “over”。）<br>构词：整体对应“向心性心肌肥大”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::concentric-hypertrophy 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"congestive heart failure","音标：/kənˈʤɛstɪv/ /hɑrt/ /ˈfeɪljər/<br>释义：充血性心衰<br>词组：""congestive""（由 con- “共同、聚集” + gest “携带、堆积” + -ive 构成，表示“淤积性的、充血性的”。）<br>词组：""heart""（心脏。）<br>词组：""failure""（失败、功能衰竭，源自 fail。医学中常指器官功能不全。）<br>构词：整体对应“充血性心衰”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::congestive-heart-failure 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"coronary artery disease","音标：/ˈkɔrəˌnɛri/ /ˈɑrtəri/ /dɪˈziz/<br>释义：冠心病<br>词组：""coronary""（由 coron- “冠、环” + -ary 构成，表示“冠状的”。）<br>词组：""artery""（动脉，源自希腊语 artēria。）<br>词组：""disease""（疾病，源自 dis- “失去正常” + ease “舒适”。）<br>构词：整体对应“冠心病”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::coronary-artery-disease 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"digitalis toxication","音标：/ˌdɪʤəˈtæləs/ /toxication/<br>释义：洋地黄中毒<br>词组：""digitalis""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""toxication""（-tion：状态、过程。）<br>构词：整体对应“洋地黄中毒”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::digitalis-toxication 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"dyspnea on exertion","音标：/ˌdɪspˈniə/ /ɔn/ /ɪgˈzərʃən/<br>释义：劳力性呼吸困难<br>词组：""dyspnea""（由 dys- “困难、异常” + pnea “呼吸” 构成，表示“呼吸困难”。）<br>词组：""on""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""exertion""（-tion：状态、过程。）<br>构词：整体对应“劳力性呼吸困难”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::dyspnea-on-exertion 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"eccentric hypertrophy","音标：/ˌɛkˈsɛntrɪk/ /ˈhaɪpərˌtroʊfi/<br>释义：离心性心肌肥大<br>词组：""eccentric""（-ic：……的。）<br>词组：""hypertrophy""（hyper-：过度，源自希腊语 hyper “over”。）<br>构词：整体对应“离心性心肌肥大”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::eccentric-hypertrophy 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Endorphin","音标：/ɛnˈdɔrfɪn/<br>释义：内啡肽<br>词组：""Endorphin""（endo-：内，源自希腊语 endon “within”。）<br>构词：整体对应“内啡肽”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::endorphin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"endothelin, ET","音标：/endothelin/ /iː/ /tiː/<br>释义：内皮素<br>词组：""endothelin""（endo-：内，源自希腊语 endon “within”。）<br>缩写：""ET""（endothelin 的缩写形式。）<br>构词：整体对应“内皮素”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::endothelin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Free radical","音标：/fri/ /ˈrædɪkəl/<br>释义：自由基<br>词组：""Free""（游离的、自由的。）<br>词组：""radical""（-al：……的。）<br>构词：整体对应“自由基”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::free-radical 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"heart failure","音标：/hɑrt/ /ˈfeɪljər/<br>释义：心力衰竭<br>词组：""heart""（心脏。）<br>词组：""failure""（失败、功能衰竭，源自 fail。医学中常指器官功能不全。）<br>构词：整体对应“心力衰竭”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::heart-failure 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"hemorrhagic shock","音标：/ˌhɛmərˈægɪk/ /ʃɑk/<br>释义：失血性休克<br>词组：""hemorrhagic""（由 hemo- “血” + rrhag/rrhage “破裂、涌出” + -ic 构成，表示“出血性的”。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“失血性休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::hemorrhagic-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"high output heart failure","音标：/haɪ/ /ˈaʊtˌpʊt/ /hɑrt/ /ˈfeɪljər/<br>释义：高排出量性心力衰竭<br>词组：""high""（高的。）<br>词组：""output""（输出、排出量。）<br>词组：""heart""（心脏。）<br>词组：""failure""（失败、功能衰竭，源自 fail。医学中常指器官功能不全。）<br>构词：整体对应“高排出量性心力衰竭”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::high-output-heart-failure 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Histamine","音标：/ˈhɪstəˌmin/<br>释义：组胺<br>词组：""Histamine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“组胺”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::histamine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"hyperdynamic shock","音标：/hyperdynamic/ /ʃɑk/<br>释义：高动力型休克<br>词组：""hyperdynamic""（hyper-：过度，源自希腊语 hyper “over”。；-ic：……的。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“高动力型休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::hyperdynamic-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"hypertension","音标：/ˌhaɪpərˈtɛnʃən/<br>释义：高血压<br>词组：""hypertension""（由 hyper- “过度” + tens “张力、伸展” + -ion “状态” 构成，表示“压力过高的状态”。）<br>构词：整体对应“高血压”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::hypertension 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"hyperthyroidism","音标：/hyperthyroidism/<br>释义：甲亢<br>词组：""hyperthyroidism""（hyper-：过度，源自希腊语 hyper “over”。；-ism：状态、学说。）<br>构词：整体对应“甲亢”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::hyperthyroidism 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"hypodynamic shock","音标：/hypodynamic/ /ʃɑk/<br>释义：低动力型休克<br>词组：""hypodynamic""（hypo-：低下、不足，源自希腊语 hypo “under”。；-ic：……的。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“低动力型休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::hypodynamic-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"hypovolemic shock","音标：/hypovolemic/ /ʃɑk/<br>释义：低血容量性休克<br>词组：""hypovolemic""（hypo-：低下、不足，源自希腊语 hypo “under”。；-ic：……的。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“低血容量性休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::hypovolemic-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"impaired excitation-contraction coupling","音标：/ˌɪmˈpɛrd/ /excitation-contraction/ /ˈkəplɪŋ/<br>释义：心肌兴奋-收缩耦联障碍<br>词组：""impaired""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""excitation-contraction""（-tion：状态、过程。）<br>词组：""coupling""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“心肌兴奋-收缩耦联障碍”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::impaired-excitation-contraction-coupling 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"infective shock","音标：/ˌɪnˈfɛktɪv/ /ʃɑk/<br>释义：感染性休克<br>词组：""infective""（由 infect “感染” + -ive “具有……性质的” 构成，表示“感染性的”。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“感染性休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::infective-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Ischemia-reperfusion injury","音标：/ischemia-reperfusion/ /ˈɪnʤəri/<br>释义：缺血再灌注损伤<br>词组：""Ischemia-reperfusion""（-ion：状态、过程。）<br>词组：""injury""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“缺血再灌注损伤”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::ischemia-reperfusion-injury 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Ischemic anoxia stage","音标：/ischemic/ /anoxia/ /steɪʤ/<br>释义：缺血缺氧期<br>词组：""Ischemic""（由 isch- “抑制、阻断” + hem “血” + -ic 构成，表示“缺血性的”。）<br>词组：""anoxia""（由 an- “无” + ox(y)- “氧” + -ia “状态” 构成，表示“无氧、严重缺氧”。）<br>词组：""stage""（阶段。）<br>构词：整体对应“缺血缺氧期”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::ischemic-anoxia-stage 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Ischemic preconditioning","音标：/ischemic/ /preconditioning/<br>释义：缺血预适应<br>词组：""Ischemic""（由 isch- “抑制、阻断” + hem “血” + -ic 构成，表示“缺血性的”。）<br>词组：""preconditioning""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“缺血预适应”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::ischemic-preconditioning 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Kinin","音标：/kinin/<br>释义：激肽<br>词组：""Kinin""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“激肽”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::kinin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"leukotrienes, LTs","音标：/leukotrienes/ /ɛl/ /tiː/ /ɛs/<br>释义：白三烯类<br>词组：""leukotrienes""（本轮先按整词保留；建议后续人工补更细词源。）<br>缩写：""LTs""（leukotrienes 的缩写形式。）<br>构词：整体对应“白三烯类”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::leukotrienes 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Lipid peroxidation","音标：/ˈlaɪpəd/ /peroxidation/<br>释义：脂质过氧化反应<br>词组：""Lipid""（脂质，源自希腊语 lipos “脂肪”。）<br>词组：""peroxidation""（-tion：状态、过程。）<br>构词：整体对应“脂质过氧化反应”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::lipid-peroxidation 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"low output heart failure","音标：/loʊ/ /ˈaʊtˌpʊt/ /hɑrt/ /ˈfeɪljər/<br>释义：低排出量性心力衰竭<br>词组：""low""（低的。）<br>词组：""output""（输出、排出量。）<br>词组：""heart""（心脏。）<br>词组：""failure""（失败、功能衰竭，源自 fail。医学中常指器官功能不全。）<br>构词：整体对应“低排出量性心力衰竭”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::low-output-heart-failure 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Microcirculatory failure stage","音标：/microcirculatory/ /ˈfeɪljər/ /steɪʤ/<br>释义：微循环衰竭期<br>词组：""Microcirculatory""（micro-：微小，源自希腊语 mikros。；-ory：……的。）<br>词组：""failure""（失败、功能衰竭，源自 fail。医学中常指器官功能不全。）<br>词组：""stage""（阶段。）<br>构词：整体对应“微循环衰竭期”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::microcirculatory-failure-stage 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"mitral valve incompetence","音标：/ˈmaɪtrəl/ /vælv/ /ˌɪnˈkɑmpətəns/<br>释义：二尖瓣关闭不全<br>词组：""mitral""（-al：……的。）<br>词组：""valve""（源自拉丁语 valva，原义为 folding door / leaf，表示“瓣、阀”。）<br>词组：""incompetence""（由 in- “不” + competence “胜任、足够” 构成，医学中表示“关闭不全、功能不全”。）<br>构词：整体对应“二尖瓣关闭不全”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::mitral-valve-incompetence 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"multiple organ dysfunction syndrome, MODS","音标：/ˈməltəpəl/ /ˈɔrgən/ /dɪsˈfəŋkʃən/ /ˈsɪnˌdroʊm/ /ɛm/ /oʊ/ /diː/ /ɛs/<br>释义：多器官功能障碍综合征<br>词组：""multiple""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""organ""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""dysfunction""（dys-：异常、困难。；-tion：状态、过程。）<br>词组：""syndrome""（综合征，源自希腊语 syndromē，原义为 running together。）<br>缩写：""MODS""（multiple organ dysfunction syndrome 的缩写形式。）<br>构词：整体对应“多器官功能障碍综合征”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::multiple-organ-dysfunction-syndrome 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocardial depressant factor, MDF","音标：/ˌmaɪəˈkɑrdiəl/ /dɪˈprɛsənt/ /ˈfæktər/ /ɛm/ /diː/ /ɛf/<br>释义：心肌抑制因子<br>词组：""myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""depressant""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""factor""（因子，源自拉丁语 facere “做、产生”。）<br>缩写：""MDF""（myocardial depressant factor 的缩写形式。）<br>构词：整体对应“心肌抑制因子”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myocardial-depressant-factor 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocardial failure","音标：/ˌmaɪəˈkɑrdiəl/ /ˈfeɪljər/<br>释义：心肌衰竭<br>词组：""myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""failure""（失败、功能衰竭，源自 fail。医学中常指器官功能不全。）<br>构词：整体对应“心肌衰竭”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myocardial-failure 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocardial hypertrophy","音标：/ˌmaɪəˈkɑrdiəl/ /ˈhaɪpərˌtroʊfi/<br>释义：心肌肥大<br>词组：""myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""hypertrophy""（hyper-：过度，源自希腊语 hyper “over”。）<br>构词：整体对应“心肌肥大”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myocardial-hypertrophy 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocardial infarction","音标：/ˌmaɪəˈkɑrdiəl/ /ˌɪnˈfɑrkʃən/<br>释义：心肌梗死<br>词组：""myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""infarction""（由 infarct “梗死、填塞” + -ion “过程、结果” 构成，表示“梗死”。）<br>构词：整体对应“心肌梗死”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myocardial-infarction 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Myocardial stunning","音标：/ˌmaɪəˈkɑrdiəl/ /ˈstənɪŋ/<br>释义：心肌顿抑<br>词组：""Myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""stunning""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“心肌顿抑”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myocardial-stunning 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocarditis","音标：/myocarditis/<br>释义：心肌炎<br>词组：""myocarditis""（由 myo- “肌” + cardi “心” + -itis “炎症” 构成，表示“心肌炎”。）<br>构词：整体对应“心肌炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myocarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocyte phenotype","音标：/myocyte/ /ˈfinəˌtaɪp/<br>释义：心肌细胞表型<br>词组：""myocyte""（myo-：肌，源自希腊语 mys/myo。；-cyte：细胞。）<br>词组：""phenotype""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“心肌细胞表型”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myocyte-phenotype 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myogenic dilatation","音标：/myogenic/ /ˌdɪləˈteɪʃən/<br>释义：肌源性扩张<br>词组：""myogenic""（myo-：肌，源自希腊语 mys/myo。；-genic：产生、致……的。）<br>词组：""dilatation""（-tion：状态、过程。）<br>构词：整体对应“肌源性扩张”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::myogenic-dilatation 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"neurogenic shock","音标：/neurogenic/ /ʃɑk/<br>释义：神经源性休克<br>词组：""neurogenic""（-genic：产生、致……的。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“神经源性休克”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::neurogenic-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"No-reflow phenomenon","音标：/no-reflow/ /fəˈnɑməˌnɑn/<br>释义：无复流现象<br>词组：""No-reflow""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""phenomenon""（现象，源自希腊语 phainomenon “显现之物”。）<br>构词：整体对应“无复流现象”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::no-reflow-phenomenon 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"orthopnea","音标：/orthopnea/<br>释义：端坐呼吸<br>词组：""orthopnea""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“端坐呼吸”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::orthopnea 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Oxidative stress","音标：/oxidative/ /strɛs/<br>释义：氧化应激<br>词组：""Oxidative""（-ive：具有……性质的。）<br>词组：""stress""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“氧化应激”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::oxidative-stress 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Oxygen burst","音标：/ˈɑksɪʤən/ /bərst/<br>释义：氧爆发<br>词组：""Oxygen""（氧，源自希腊语 oxy- “酸、尖锐” 与 -gen “产生”。）<br>词组：""burst""（爆发、骤发。）<br>构词：整体对应“氧爆发”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::oxygen-burst 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"oxygen free radical, OFR","音标：/ˈɑksɪʤən/ /fri/ /ˈrædɪkəl/ /oʊ/ /ɛf/ /ɑːr/<br>释义：氧自由基<br>词组：""oxygen""（氧，源自希腊语 oxy- “酸、尖锐” 与 -gen “产生”。）<br>词组：""free""（游离的、自由的。）<br>词组：""radical""（-al：……的。）<br>缩写：""OFR""（oxygen free radical 的缩写形式。）<br>构词：整体对应“氧自由基”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::oxygen-free-radical 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Oxygen paradox","音标：/ˈɑksɪʤən/ /ˈpɛrəˌdɑks/<br>释义：氧反常<br>词组：""Oxygen""（氧，源自希腊语 oxy- “酸、尖锐” 与 -gen “产生”。）<br>词组：""paradox""（反常、悖论，来自希腊语 paradoxos。）<br>构词：整体对应“氧反常”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::oxygen-paradox 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"paroxysmal nocturnal dyspnea","音标：/paroxysmal/ /nɑkˈtərnəl/ /ˌdɪspˈniə/<br>释义：夜间阵发性呼吸困难<br>词组：""paroxysmal""（-al：……的。）<br>词组：""nocturnal""（-al：……的。）<br>词组：""dyspnea""（由 dys- “困难、异常” + pnea “呼吸” 构成，表示“呼吸困难”。）<br>构词：整体对应“夜间阵发性呼吸困难”这一循环系统整合课术语。","大二下::循环系统::英文::病理生理学::paroxysmal-nocturnal-dyspnea 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
